model,Phase,VPRO,Inhibited,Neutral,Other,Strong,Sustained,Weak,pos_interaction,neg_interaction,Versatile,simulations_per_VPRO,Versatile_STR,MODEL,EXOENZYME,OVERFLOW,ROS,MIXOTROPH,MIN,% positive,Versatile_STR_
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__64_OVERFLOW-MIXOTROPH,0,33,0.0,0.0,0.0,5,0,5,False,38.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__69_OVERFLOW-MIXOTROPH,0,15,2.0,0.0,0.0,36,0,36,False,53.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__70_OVERFLOW-MIXOTROPH,0,19,2.0,0.0,0.0,44,0,44,False,65.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__72_OVERFLOW-MIXOTROPH,0,20,1.0,0.0,0.0,32,0,32,False,53.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__74_OVERFLOW-MIXOTROPH,0,17,0.0,0.0,0.0,26,0,26,False,43.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__75_OVERFLOW-MIXOTROPH,0,49,4.0,0.0,0.0,9,0,9,False,62.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__77_OVERFLOW-MIXOTROPH,0,66,9.0,0.0,0.0,12,0,12,False,87.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__78_OVERFLOW-MIXOTROPH,0,8,6.0,0.0,4.0,50,4,50,True,68.0,Versatile VPRO,OM,False,True,False,True,False,0.058823529411764705,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__83_OVERFLOW-MIXOTROPH,0,8,1.0,0.0,0.0,51,0,51,False,60.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__84_OVERFLOW-MIXOTROPH,0,54,10.0,0.0,0.0,13,0,13,False,77.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__8_OVERFLOW-MIXOTROPH,0,18,0.0,0.0,0.0,33,0,33,False,51.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__92_OVERFLOW-MIXOTROPH,0,20,0.0,0.0,0.0,31,0,31,False,51.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__94_OVERFLOW-MIXOTROPH,0,12,3.0,0.0,0.0,40,0,40,False,55.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__95_OVERFLOW-MIXOTROPH,0,22,1.0,0.0,0.0,26,0,26,False,49.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__96_OVERFLOW-MIXOTROPH,0,5,1.0,0.0,0.0,42,0,42,False,48.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__99_OVERFLOW-MIXOTROPH,0,37,8.0,0.0,0.0,30,0,30,False,75.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_50_99_OVERFLOW-MIXOTROPH__9_OVERFLOW-MIXOTROPH,0,18,1.0,0.0,0.0,43,0,43,False,62.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__0_OVERFLOW-MIXOTROPH,0,51,9.0,0.0,0.0,14,0,14,False,74.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__10_OVERFLOW-MIXOTROPH,0,46,12.0,0.0,2.0,18,2,18,True,78.0,Versatile VPRO,OM,False,True,False,True,False,0.02564102564102564,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__11_OVERFLOW-MIXOTROPH,0,67,5.0,0.0,0.0,3,0,3,False,75.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__14_OVERFLOW-MIXOTROPH,0,59,5.0,0.0,0.0,0,0,0,False,64.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__18_OVERFLOW-MIXOTROPH,0,70,3.0,0.0,0.0,0,0,0,False,73.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__19_OVERFLOW-MIXOTROPH,0,44,0.0,0.0,0.0,3,0,3,False,47.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__22_OVERFLOW-MIXOTROPH,0,56,7.0,0.0,0.0,6,0,6,False,69.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__23_OVERFLOW-MIXOTROPH,0,78,0.0,0.0,0.0,0,0,0,False,78.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__24_OVERFLOW-MIXOTROPH,0,78,4.0,0.0,0.0,1,0,1,False,83.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__25_OVERFLOW-MIXOTROPH,0,63,0.0,0.0,0.0,0,0,0,False,63.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__27_OVERFLOW-MIXOTROPH,0,66,2.0,0.0,0.0,0,0,0,False,68.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__28_OVERFLOW-MIXOTROPH,0,47,0.0,0.0,0.0,5,0,5,False,52.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__37_OVERFLOW-MIXOTROPH,0,71,5.0,0.0,0.0,0,0,0,False,76.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__39_OVERFLOW-MIXOTROPH,0,76,5.0,0.0,0.0,0,0,0,False,81.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__3_OVERFLOW-MIXOTROPH,0,51,0.0,0.0,0.0,0,0,0,False,51.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__40_OVERFLOW-MIXOTROPH,0,72,8.0,0.0,0.0,1,0,1,False,81.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__41_OVERFLOW-MIXOTROPH,0,50,0.0,0.0,0.0,0,0,0,False,50.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__43_OVERFLOW-MIXOTROPH,0,51,0.0,0.0,0.0,13,0,13,False,64.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__45_OVERFLOW-MIXOTROPH,0,80,10.0,0.0,0.0,1,0,1,False,91.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__46_OVERFLOW-MIXOTROPH,0,66,0.0,0.0,0.0,0,0,0,False,66.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__48_OVERFLOW-MIXOTROPH,0,54,25.0,0.0,20.0,3,20,3,True,102.0,Versatile VPRO,OM,False,True,False,True,False,0.19607843137254902,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__4_OVERFLOW-MIXOTROPH,0,68,0.0,0.0,0.0,1,0,1,False,69.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__51_OVERFLOW-MIXOTROPH,0,70,6.0,0.0,0.0,0,0,0,False,76.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__53_OVERFLOW-MIXOTROPH,0,81,0.0,0.0,0.0,0,0,0,False,81.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__60_OVERFLOW-MIXOTROPH,0,57,2.0,0.0,0.0,4,0,4,False,63.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__62_OVERFLOW-MIXOTROPH,0,77,4.0,0.0,0.0,1,0,1,False,82.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__65_OVERFLOW-MIXOTROPH,0,53,0.0,0.0,0.0,7,0,7,False,60.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__68_OVERFLOW-MIXOTROPH,0,72,7.0,0.0,0.0,1,0,1,False,80.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__69_OVERFLOW-MIXOTROPH,0,65,2.0,0.0,0.0,0,0,0,False,67.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__71_OVERFLOW-MIXOTROPH,0,77,1.0,0.0,0.0,1,0,1,False,79.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__78_OVERFLOW-MIXOTROPH,0,75,8.0,0.0,0.0,1,0,1,False,84.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__79_OVERFLOW-MIXOTROPH,0,54,4.0,0.0,0.0,4,0,4,False,62.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__83_OVERFLOW-MIXOTROPH,0,46,0.0,0.0,0.0,10,0,10,False,56.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__86_OVERFLOW-MIXOTROPH,0,47,3.0,0.0,8.0,12,8,12,True,70.0,Versatile VPRO,OM,False,True,False,True,False,0.11428571428571428,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__88_OVERFLOW-MIXOTROPH,0,68,3.0,0.0,0.0,0,0,0,False,71.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__95_OVERFLOW-MIXOTROPH,0,53,7.0,0.0,0.0,0,0,0,False,60.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_53_7_OVERFLOW-MIXOTROPH__9_OVERFLOW-MIXOTROPH,0,56,0.0,0.0,0.0,1,0,1,False,57.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__10_OVERFLOW-MIXOTROPH,0,41,0.0,0.0,0.0,28,0,28,False,69.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__13_OVERFLOW-MIXOTROPH,0,6,13.0,0.0,8.0,58,8,58,True,85.0,Versatile VPRO,OM,False,True,False,True,False,0.09411764705882353,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__14_OVERFLOW-MIXOTROPH,0,30,0.0,0.0,0.0,22,0,22,False,52.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__16_OVERFLOW-MIXOTROPH,0,73,1.0,0.0,1.0,5,1,5,True,80.0,Versatile VPRO,OM,False,True,False,True,False,0.0125,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__19_OVERFLOW-MIXOTROPH,0,46,0.0,0.0,0.0,8,0,8,False,54.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__25_OVERFLOW-MIXOTROPH,0,52,5.0,0.0,3.0,25,3,25,True,85.0,Versatile VPRO,OM,False,True,False,True,False,0.03529411764705882,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__27_OVERFLOW-MIXOTROPH,0,56,0.0,0.0,0.0,12,0,12,False,68.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__31_OVERFLOW-MIXOTROPH,0,43,8.0,0.0,12.0,16,12,16,True,79.0,Versatile VPRO,OM,False,True,False,True,False,0.1518987341772152,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__32_OVERFLOW-MIXOTROPH,0,42,0.0,0.0,0.0,30,0,30,False,72.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__36_OVERFLOW-MIXOTROPH,0,54,3.0,0.0,3.0,8,3,8,True,68.0,Versatile VPRO,OM,False,True,False,True,False,0.04411764705882353,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__38_OVERFLOW-MIXOTROPH,0,72,3.0,0.0,3.0,1,3,1,True,79.0,Versatile VPRO,OM,False,True,False,True,False,0.0379746835443038,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__41_OVERFLOW-MIXOTROPH,0,23,0.0,0.0,0.0,46,0,46,False,69.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__44_OVERFLOW-MIXOTROPH,0,51,8.0,0.0,13.0,16,13,16,True,88.0,Versatile VPRO,OM,False,True,False,True,False,0.14772727272727273,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__45_OVERFLOW-MIXOTROPH,0,62,15.0,0.0,6.0,12,6,12,True,95.0,Versatile VPRO,OM,False,True,False,True,False,0.06315789473684211,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__49_OVERFLOW-MIXOTROPH,0,51,14.0,0.0,1.0,23,1,23,True,89.0,Versatile VPRO,OM,False,True,False,True,False,0.011235955056179775,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__4_OVERFLOW-MIXOTROPH,0,56,0.0,0.0,0.0,3,0,3,False,59.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__51_OVERFLOW-MIXOTROPH,0,42,0.0,0.0,0.0,14,0,14,False,56.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__52_OVERFLOW-MIXOTROPH,0,50,0.0,0.0,0.0,17,0,17,False,67.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__56_OVERFLOW-MIXOTROPH,0,37,0.0,0.0,0.0,10,0,10,False,47.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__58_OVERFLOW-MIXOTROPH,0,41,0.0,0.0,0.0,1,0,1,False,42.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__59_OVERFLOW-MIXOTROPH,0,48,7.0,0.0,10.0,18,10,18,True,83.0,Versatile VPRO,OM,False,True,False,True,False,0.12048192771084337,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__62_OVERFLOW-MIXOTROPH,0,62,6.0,0.0,4.0,5,4,5,True,77.0,Versatile VPRO,OM,False,True,False,True,False,0.05194805194805195,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__63_OVERFLOW-MIXOTROPH,0,51,14.0,0.0,11.0,11,11,11,True,87.0,Versatile VPRO,OM,False,True,False,True,False,0.12643678160919541,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__64_OVERFLOW-MIXOTROPH,0,46,3.0,0.0,10.0,20,10,20,True,79.0,Versatile VPRO,OM,False,True,False,True,False,0.12658227848101267,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__66_OVERFLOW-MIXOTROPH,0,50,0.0,0.0,0.0,14,0,14,False,64.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__67_OVERFLOW-MIXOTROPH,0,61,6.0,0.0,9.0,14,9,14,True,90.0,Versatile VPRO,OM,False,True,False,True,False,0.1,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__68_OVERFLOW-MIXOTROPH,0,33,23.0,0.0,48.0,4,48,4,True,108.0,Versatile VPRO,OM,False,True,False,True,False,0.4444444444444444,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__72_OVERFLOW-MIXOTROPH,0,32,0.0,0.0,0.0,18,0,18,False,50.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__74_OVERFLOW-MIXOTROPH,0,60,8.0,0.0,6.0,7,6,7,True,81.0,Versatile VPRO,OM,False,True,False,True,False,0.07407407407407407,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__77_OVERFLOW-MIXOTROPH,0,79,2.0,0.0,5.0,3,5,3,True,89.0,Versatile VPRO,OM,False,True,False,True,False,0.056179775280898875,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__7_OVERFLOW-MIXOTROPH,0,67,4.0,0.0,10.0,4,10,4,True,85.0,Versatile VPRO,OM,False,True,False,True,False,0.11764705882352941,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__80_OVERFLOW-MIXOTROPH,0,69,0.0,0.0,0.0,7,0,7,False,76.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__82_OVERFLOW-MIXOTROPH,0,52,0.0,0.0,0.0,14,0,14,False,66.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__83_OVERFLOW-MIXOTROPH,0,66,3.0,0.0,11.0,9,11,9,True,89.0,Versatile VPRO,OM,False,True,False,True,False,0.12359550561797752,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__85_OVERFLOW-MIXOTROPH,0,55,7.0,0.0,3.0,16,3,16,True,81.0,Versatile VPRO,OM,False,True,False,True,False,0.037037037037037035,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__88_OVERFLOW-MIXOTROPH,0,55,5.0,0.0,9.0,14,9,14,True,83.0,Versatile VPRO,OM,False,True,False,True,False,0.10843373493975904,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__93_OVERFLOW-MIXOTROPH,0,31,0.0,0.0,0.0,15,0,15,False,46.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__94_OVERFLOW-MIXOTROPH,0,30,0.0,0.0,0.0,12,0,12,False,42.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__97_OVERFLOW-MIXOTROPH,0,53,21.0,0.0,30.0,11,30,11,True,115.0,Versatile VPRO,OM,False,True,False,True,False,0.2608695652173913,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__98_OVERFLOW-MIXOTROPH,0,49,2.0,0.0,4.0,25,4,25,True,80.0,Versatile VPRO,OM,False,True,False,True,False,0.05,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__99_OVERFLOW-MIXOTROPH,0,54,6.0,0.0,9.0,11,9,11,True,80.0,Versatile VPRO,OM,False,True,False,True,False,0.1125,Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_54_40_OVERFLOW-MIXOTROPH__9_OVERFLOW-MIXOTROPH,0,37,0.0,0.0,0.0,17,0,17,False,54.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_56_84_OVERFLOW-MIXOTROPH__11_OVERFLOW-MIXOTROPH,0,7,0.0,0.0,0.0,41,0,41,False,48.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_56_84_OVERFLOW-MIXOTROPH__12_OVERFLOW-MIXOTROPH,0,0,0.0,0.0,0.0,42,0,42,False,42.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_56_84_OVERFLOW-MIXOTROPH__14_OVERFLOW-MIXOTROPH,0,1,0.0,0.0,0.0,36,0,36,False,37.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_56_84_OVERFLOW-MIXOTROPH__15_OVERFLOW-MIXOTROPH,0,0,0.0,0.0,0.0,35,0,35,False,35.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_56_84_OVERFLOW-MIXOTROPH__17_OVERFLOW-MIXOTROPH,0,0,0.0,0.0,0.0,44,0,44,False,44.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_56_84_OVERFLOW-MIXOTROPH__22_OVERFLOW-MIXOTROPH,0,0,0.0,0.0,0.0,47,0,47,False,47.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
OVERFLOW-MIXOTROPH,extend,vpro_3_56_84_OVERFLOW-MIXOTROPH__24_OVERFLOW-MIXOTROPH,0,12,4.0,0.0,0.0,37,0,37,False,53.0,Non-Versatile VPRO,OM,False,True,False,True,False,0.0,Non-Versatile VPRO
